Year,Month,Day,Longitude,Latitude,Avg_Temperature,Avg_Salinity
1984,6,6,58.0,11.0,19.540952380952383,35.893904761904764
1984,6,7,58.0,12.0,20.525128205128205,36.01223076923077
1984,6,7,58.0,13.0,21.175263157894737,36.0325
1984,6,8,58.98,13.02,19.65904761904762,35.980309523809524
1984,6,9,59.0,11.0,20.25975,36.00578947368421
1985,3,27,54.18,12.17,23.95384615384615,35.9193076923077
1985,3,27,54.2,12.27,25.268,36.00765
1986,3,22,54.03,12.7,26.737142857142857,36.22128571428571
1988,4,19,58.87,14.95,20.207560975609756,36.02517073170731
1988,4,20,58.5,15.5,20.171363636363637,36.08268181818182
1988,4,20,58.53,15.47,20.56714285714286,36.09814285714286
1988,4,20,58.27,14.25,20.297045454545454,36.061386363636366
1988,4,20,58.05,13.0,19.90309523809524,35.708
1988,4,21,57.83,11.75,19.67822222222222,35.659333333333336
1988,5,2,57.3333,12.25,21.942,36.115028571428574
1988,5,3,58.0833,12.0,21.29945945945946,35.94697297297297
1988,5,3,58.9,11.85,21.277428571428572,35.95825714285714
1988,5,8,58.83,15.0,20.627142857142857,36.00714285714285
1988,5,9,58.5,15.5,20.137272727272727,36.08261363636364
1988,8,4,57.583,11.45,18.763863636363638,35.64727272727273
1988,8,4,57.917,12.33,19.365909090909092,35.746590909090905
1988,8,5,58.3,13.24,19.641136363636363,35.782272727272726
1988,12,30,54.1,12.18,13.24,35.34
1988,12,30,54.12,12.12,11.69,35.36
1988,12,31,54.12,12.15,12.59,35.34
1989,5,14,59.0,15.0,21.336750000000002,35.8485
1989,7,6,54.0,14.5,20.343030303030304,35.801212121212124
1989,7,7,54.02,13.5,20.974722222222223,35.781666666666666
1990,2,12,58.02,12.53,22.66846153846154,35.91481481481482
1990,2,23,59.0,15.0,18.661190476190477,35.862880952380955
1990,2,23,58.0,15.0,18.782380952380954,35.992666666666665
1990,2,24,58.0,14.0,19.578095238095237,35.91304761904762
1990,2,24,58.0,13.0,19.985,35.911476190476186
1990,2,24,58.0,12.0,20.044761904761906,35.96785714285714
1990,2,24,58.0,11.0,19.68547619047619,35.94826190476191
1991,6,1,54.0,13.28,21.590487804878048,35.93534146341463
1991,6,1,54.0,13.08,20.843488372093024,35.843023255813954
1991,6,2,54.0,12.82,24.901379310344826,36.03327586206896
1991,6,2,54.03,12.7,30.558,36.230399999999996
1991,6,3,54.47,12.58,29.663999999999998,36.330799999999996
1991,6,4,54.6,12.8,20.364418604651163,35.748418604651164
1991,6,4,54.8,12.97,22.88823529411765,35.97532352941177
1991,6,4,55.0,13.17,22.994444444444444,35.96202777777778
1991,6,5,54.45,12.37,28.521428571428572,35.89928571428571
1991,6,5,54.62,12.2,20.609722222222224,35.59897222222222
1991,6,5,54.8,12.0,20.96969696969697,35.60554545454545
1991,6,5,55.0,11.83,21.6290625,35.66790625
1991,6,6,54.0,11.97,20.08108108108108,35.68740540540541
1991,6,6,54.0,12.13,26.623076923076926,35.94476923076923
1991,6,6,54.0,12.27,28.9275,36.143
1992,7,31,56.137,11.967,20.91207142857143,35.621428571428574
1992,7,31,56.192,12.0,14.736481481481482,35.43648148148148
1992,8,1,56.338,12.07,21.56680769230769,35.66538461538461
1993,1,24,54.995,12.0,24.535904761904764,36.04685714285714
1993,1,24,54.967,12.05,16.954978260869563,35.74826086956522
1993,1,24,54.882,12.03,24.633999999999997,36.08795238095238
1993,1,25,54.887,12.05,23.899833333333333,36.10933333333333
1993,8,19,54.3332,12.1628,12.832283333333335,
1993,8,20,54.602,11.5908,22.165814285714283,36.02
1993,8,20,54.8592,11.126,11.271728571428572,
1993,8,22,56.5013,12.9975,15.982123076923076,35.485025
1993,8,22,56.5015,13.7485,15.25945,
1993,8,23,56.5027,14.752,13.494109523809524,
1993,8,23,56.5002,15.7465,15.608596296296296,
1993,8,23,56.7748,16.4925,13.48322,35.76555
1993,8,23,57.0517,17.2663,12.995692307692307,
1993,8,24,57.1563,17.5835,15.77268181818182,
1993,8,24,57.7497,17.5802,14.011275,
1993,8,24,57.9208,17.8635,15.444139999999999,
1993,8,24,58.2495,18.4168,9.619696,34.79907777777778
1993,12,17,54.2467,25.2133,25.537399999999998,40.279399999999995
1994,1,2,56.785,25.6583,25.334809523809522,37.04538095238095
1994,1,2,57.5408,25.0964,22.241888888888887,36.62861111111111
1994,1,2,58.2433,24.6267,21.25127777777778,36.513999999999996
1994,1,3,58.9633,24.07,21.514222222222223,36.43236111111111
1994,12,15,54.5967,25.005,23.7678,41.111
1994,12,16,54.55,25.2333,24.111666666666665,40.58
1994,12,16,54.5986,25.5322,24.7955,40.591899999999995
1994,12,17,55.4831,25.8731,25.3591,39.25
1994,12,17,55.4919,25.7692,25.373625,39.278375
1994,12,17,55.5047,25.6503,23.7752,39.0334
1995,1,28,58.8339,17.6836,22.483962962962963,36.26859259259259
1995,1,29,58.8346,17.6838,10.088090909090909,35.47878787878788
1995,1,29,58.0006,18.0824,22.682666666666666,36.32940740740741
1995,1,30,58.0101,18.0748,9.960205882352941,35.49367647058824
1995,1,30,58.0004,18.0831,11.123911764705882,35.47005882352941
1995,1,31,58.0001,18.084,22.391481481481485,36.34481481481481
1995,1,31,57.3,18.4499,24.416823529411765,36.53347058823529
1995,2,1,58.9993,19.0018,13.1203,35.72607575757576
1995,4,5,58.8297,17.6862,22.871814814814815,36.18288888888889
1995,4,5,58.8027,17.7272,10.268363636363636,35.483363636363634
1995,4,5,58.0015,18.0839,23.226814814814816,36.239518518518516
1995,4,5,58.0413,18.0903,5.853291666666667,35.08479166666667
1995,4,6,58.0076,18.0831,10.529366666666666,35.51276666666667
1995,4,6,57.9866,18.1233,23.57174074074074,36.22851851851852
1995,4,6,58.8425,12.725,11.808051515151515,34.7552375
1995,4,7,57.9878,18.0833,23.473666666666666,36.221333333333334
1995,4,7,57.9869,18.0822,18.26719230769231,36.00480769230769
1995,4,7,58.5505,12.8845,9.959716666666667,34.82379615384615
1995,4,7,58.0034,18.0793,9.56255,35.434825000000004
1995,4,7,58.443,12.9417,12.988422222222221,34.757600000000004
1995,4,7,57.3009,18.4488,25.03335294117647,36.35047058823529
1995,4,7,58.1988,12.7142,9.147766666666666,35.06620625
1995,4,24,58.6307,24.1793,14.369652380952381,34.996959999999994
1995,4,24,58.084,24.4288,17.2427,
1995,4,25,57.5773,24.67,15.711802702702702,35.98347142857143
1995,4,25,57.3993,24.4257,21.611449999999998,36.6803
1995,4,25,57.3442,24.3493,21.77218,118.78888888888888
1995,4,25,57.2885,24.2827,22.859861538461537,124.04230769230769
1995,4,25,57.2273,24.2168,23.386066666666665,76.95
1995,4,30,58.3483,13.25,35.79844285714286,2.213107142857143
1995,6,2,56.5193,15.3015,8.3527,35.3773
1995,8,8,58.8343,17.6826,23.365576923076922,35.89173076923077
1995,8,9,58.8563,17.6759,25.99318181818182,35.997749999999996
1995,8,9,58.8842,17.6494,9.635052631578947,35.40834210526316
1995,8,9,58.0031,18.1337,20.128851851851852,35.71122222222222
1995,8,9,58.0169,18.1226,4.5645625,34.87146666666667
1995,8,9,58.0059,18.133,22.070600000000002,1.478
1995,8,9,57.9981,18.1321,22.72066666666667,
1995,8,10,58.1021,18.2352,22.605666666666668,1.3783333333333332
1995,8,10,58.1401,18.2577,20.360599999999998,35.72452
1995,8,10,57.995,18.133,22.993444444444446,1.1877777777777778
1995,8,11,58.0102,18.1609,9.413820512820513,35.40320512820512
1995,8,11,58.7892,19.0897,11.346434246575344,35.37369315068493
1995,8,11,58.5612,19.2537,12.60978870967742,35.5212
1995,8,11,58.3325,19.4172,16.809930303030303,35.76021212121212
1995,8,11,57.2998,18.4998,19.204882352941176,35.686058823529414
1995,8,11,57.3003,18.4973,19.628800000000002,1.762
1995,8,11,57.3005,18.5013,20.616,1.58
1995,8,12,57.3383,18.5322,20.950666666666667,1.5350000000000001
1995,8,12,57.3345,18.5455,19.506823529411765,35.67794117647059
1995,8,12,57.751,18.6502,19.465230769230768,35.712346153846156
1995,8,12,58.1669,18.7672,19.84592307692308,35.73580769230769
1995,8,12,58.5834,18.884,20.42873076923077,35.754538461538466
1995,8,18,58.9997,20.0522,14.579904545454546,34.97653333333333
1995,8,19,56.9025,17.6647,17.76391153846154,35.75765
1995,8,19,56.9338,17.5427,16.191167741935484,
1995,8,19,57.0168,17.3333,15.874248717948717,
1995,8,19,57.0983,17.1017,11.757248214285713,
1995,8,20,57.3683,16.4502,11.611541666666666,34.87984545454545
1995,8,20,57.6367,15.8033,17.225597435897438,
1995,8,20,57.9015,15.1345,18.2132475,35.69348
1995,8,20,58.0803,14.3978,18.32315476190476,36.002
1995,8,21,58.86,23.4883,19.837720512820514,36.4037641025641
1995,8,21,58.2633,13.6667,17.926124390243903,
1995,8,21,58.5418,24.2738,12.145903896103896,35.6354961038961
1995,8,21,58.4572,12.905,11.346307692307693,34.774025
1995,8,21,57.9933,24.4987,14.0436,35.77611029411765
1995,8,21,58.5472,12.8825,8.226954545454547,34.772619999999996
1995,8,21,57.4492,24.7272,16.289156140350876,35.975498245614034
1995,8,21,58.8505,12.7195,12.3805921875,34.815895833333336
1995,8,21,57.2222,24.5692,19.8107675,36.2877325
1995,8,22,57.0952,24.481,22.544274193548386,36.78348387096774
1995,8,22,56.9592,24.3897,24.06341666666667,36.45498333333333
1995,8,31,58.8,19.0833,10.99407922077922,35.37605974025974
1995,8,31,58.0028,18.0862,11.740413333333333,35.400256000000006
1995,9,1,56.5555,16.2667,9.087340000000001,35.29775733333333
1995,9,2,55.4195,14.8333,12.793311428571428,35.379224637681155
1995,9,2,54.75,14.6695,13.471408695652174,35.451291304347826
1995,9,2,54.0805,14.5055,11.901064285714284,35.42958428571429
1995,9,9,55.6382,11.0773,16.210038095238094,35.35965
1995,9,9,55.6358,11.5743,15.523372340425533,35.57441428571428
1995,9,9,58.8347,17.6811,20.30862962962963,35.695049999999995
1995,9,9,58.8552,17.6629,21.2355,1.5875000000000001
1995,9,9,55.0087,11.927,15.535704255319148,35.578354545454545
1995,9,9,58.8353,17.6821,14.733810344827587,35.55408620689656
1995,9,10,54.027,11.7927,15.973068750000001,
1995,9,10,58.0008,18.0826,18.902814814814818,35.687703703703704
1995,9,10,58.0027,18.0826,19.48868,1.8603999999999998
1995,9,10,58.0009,18.0829,14.280824561403508,35.550964912280705
1995,9,10,58.0017,18.083,20.08416,1.7372
1995,9,11,58.1152,18.0994,12.058978260869564,35.29367391304348
1995,9,11,58.1558,18.1051,20.430541666666667,1.6995833333333332
1995,9,11,57.9995,18.0825,20.371666666666666,1.7642857142857142
1995,9,12,57.3004,18.4996,18.98694117647059,35.68094117647059
1995,9,12,57.7507,18.6336,18.78472,35.72296
1995,9,13,58.5878,18.884,18.79711111111111,35.666785714285716
1995,9,13,58.9979,18.9991,18.2755,35.734833333333334
1995,9,14,56.8315,11.2885,18.144405263157893,35.2703
1995,9,14,56.661,11.7403,18.156405405405405,35.63745
1995,9,14,56.5835,12.1838,22.71880909090909,35.53105
1995,9,14,56.5048,12.6723,19.37301463414634,35.5323
1995,9,15,56.8702,13.0253,19.207488372093025,35.67272857142857
1995,9,15,57.2567,13.4088,18.5688425,34.8217
1995,9,15,56.755,13.414,19.4374575,35.8613
1995,9,15,56.5053,13.8342,18.050438636363637,34.8307
1995,9,15,56.5098,14.3328,16.48672,35.566520000000004
1995,9,16,56.5052,14.9155,16.410013636363637,35.5142875
1995,9,16,56.5033,15.5005,15.10648409090909,35.1702
1995,9,16,56.4972,16.0817,15.63091111111111,34.8388
1995,9,16,56.6988,16.6328,16.11598108108108,35.2581
1995,9,16,56.9192,17.1643,16.340812195121952,35.7886
1995,9,17,57.0193,17.3805,16.04330465116279,35.65285
1995,9,17,57.1512,17.5808,16.979857142857142,35.673233333333336
1995,10,29,58.1747,24.3275,22.827916666666667,36.40079166666667
1995,10,29,58.1801,24.3302,25.947999999999997,36.616
1995,10,29,58.1694,24.333,9.541275,35.4867
1995,11,17,57.9976,18.1356,9.600825,35.34636842105263
1995,11,17,57.9936,18.1373,21.844250000000002,35.60629166666667
1995,11,17,57.9991,18.1369,25.097615384615384,35.757363636363635
1995,11,17,57.3,18.5002,26.325,36.168800000000005
1995,11,17,57.2979,18.5007,26.91590909090909,
1995,11,17,57.3,18.5012,27.219636363636365,36.174600000000005
1995,11,17,57.3005,18.4995,27.33972727272727,
1995,11,17,57.2992,18.5,27.22627272727273,0.45444444444444443
1995,11,17,57.3,18.5,26.917363636363635,
1995,11,18,57.3175,18.515,27.08309090909091,36.171800000000005
1995,11,18,57.3174,18.5162,26.54286666666667,36.1804
1995,11,18,57.2975,18.491,27.222454545454546,0.39
1995,11,18,57.2877,18.4971,27.22609090909091,
1995,11,18,57.2739,18.4972,26.52123076923077,151.18571428571428
1995,11,18,57.2606,18.5031,26.05666666666667,36.1368
1995,11,18,57.2687,18.5082,27.12390909090909,0.44333333333333336
1995,11,19,56.4971,16.4155,23.363,35.69763636363636
1995,11,19,56.5007,16.4172,20.642500000000002,35.63279166666667
1995,11,19,56.4858,16.412,23.94825,35.63766666666667
1995,11,19,57.2654,16.9178,21.613960000000002,35.79828
1995,11,19,57.2662,16.918,24.873538461538462,35.93725
1995,11,19,57.2657,16.918,24.769923076923078,0.33166666666666667
1995,11,19,57.2674,16.9187,24.266615384615385,1.1644444444444444
1995,11,19,57.2654,16.9176,24.558384615384618,35.817875
1995,11,20,57.2674,16.9269,24.74076923076923,35.879444444444445
1995,11,20,57.2592,16.9373,22.083,35.818625
1995,11,20,57.2564,16.9523,25.076538461538462,1.0676923076923077
1995,11,20,57.2277,16.9853,25.048538461538463,35.773250000000004
1995,11,20,57.222,16.9932,19.593777777777778,35.803583333333336
1995,11,20,57.2277,16.9985,24.892,0.32
1995,11,20,57.2282,17.0038,22.050416666666667,35.81370833333333
1995,11,20,57.2206,16.9922,24.47223076923077,
1995,11,21,58.6702,17.7922,25.921333333333333,35.739000000000004
1995,11,21,58.668,17.7926,9.366,35.30502380952381
1995,11,21,58.6656,17.7933,23.962374999999998,35.63079166666667
1995,11,21,58.6644,17.7913,26.1764,35.856
1995,12,22,58.833,17.6832,23.363703703703706,35.793703703703706
1995,12,22,58.8297,17.6834,26.416199999999996,
1995,12,22,58.8216,17.6768,24.141916666666663,0.7966666666666667
1995,12,22,58.8265,17.6793,10.756774193548386,35.363238095238096
1995,12,23,58.0009,18.0846,15.073785714285716,35.89376923076923
1995,12,23,58.0003,18.0848,10.2088,35.4351
1995,12,23,58.0,18.08,24.165666666666667,0.8016666666666666
1995,12,24,58.0026,18.0834,23.199074074074073,35.836555555555556
1995,12,24,58.0744,18.1772,25.46152380952381,0.4847619047619047
1995,12,24,58.0832,18.1976,24.07736,0.7831999999999999
1995,12,24,58.1373,18.2905,24.259333333333334,0.818
1995,12,24,58.1333,18.2769,24.967857142857145,0.6052380952380952
1995,12,24,58.1408,18.3088,23.5658,0.8540000000000001
1995,12,24,58.1497,18.3148,24.87738095238095,0.39999999999999997
1995,12,24,58.1537,18.3314,24.87325,
1995,12,24,58.1618,18.3472,9.841000000000001,6.473333333333334
1995,12,24,58.16,18.3634,24.801333333333332,0.7160952380952381
1995,12,24,58.0008,18.0835,5.371913043478261,35.015086956521735
1995,12,25,57.7445,17.7729,16.471307692307693,35.643181818181816
1995,12,25,57.7813,18.1618,13.670545454545454,35.66777272727273
1995,12,25,57.6328,18.2553,20.145181818181815,35.79457575757576
1995,12,26,57.3002,18.4996,24.8860625,36.131099999999996
1995,12,26,57.3022,18.4994,24.679125,36.0648
1995,12,26,57.2994,18.5012,24.7818125,0.8846666666666666
