latitude,longitude,year,bot_depth,secchi_depth,depth,temperature,salinity,oxygen,phosphate,total_phosphorus,silicate,nitrate_nitrite,nitrate,nitrite,ammonium,total_nitrogen,hydrogen_sulphide,ph,total_alkalinity,chlorophyll_a,site
54.01,14.23,2005,12.4,3.235294117647059,5.458358725490196,5.1,7.4,8.012745098039215,0.6166666666666667,1.2633333333333334,25.440392156862746,4.741176470588235,8.565882352941177,0.37823529411764706,1.2127450980392158,29.361568627450982,16.080392156862747,7.96,1.964313725490196,5.613921568627451,site_54.01_14.23
54.01,14.52,1993,11.0,8.5,4.666666666666667,13.69,7.5393333333333326,6.88,0.30666666666666664,1.59,23.399999999999995,4.28,1.3666666666666665,0.08,0.9333333333333332,21.399999999999995,0.8000000000000002,7.78,2.267,1.2,site_54.01_14.52
54.01,14.52,2002,11.0,4.0,6.933333333333334,18.093333333333334,6.566666666666666,5.593333333333334,0.32,0.28,22.899999999999995,4.28,1.3999999999999997,0.09000000000000001,1.0,15.199999999999998,12.699999999999998,7.27,1.6000000000000003,1.7,site_54.01_14.52
54.02,11.37,1991,12.0,7.0,6.0,7.32,12.203333333333333,7.963333333333334,0.06,0.81,20.4,4.28,0.20000000000000004,0.01,0.10000000000000002,19.8,12.699999999999998,8.25,1.473,8.3,site_54.02_11.37
54.02,11.37,1992,12.0,4.514285714285714,6.571428571428571,6.717142857142858,14.672857142857142,7.105714285714285,0.9214285714285715,2.41,13.371428571428572,4.28,3.585714285714286,0.4642857142857143,1.957142857142857,20.4,0.0,7.339999999999999,1.6768571428571428,0.5,site_54.02_11.37
54.02,11.37,1993,11.4375,3.275,5.8125,8.435625,14.1275,7.66875,0.540625,1.4893750000000001,12.90625,4.28,3.85,0.29125,1.2875,25.48125,8.18125,8.0325,1.587,1.924375,site_54.02_11.37
54.02,11.37,1998,11.0,7.1,1.4866029999999997,10.163636363636364,12.92727272727273,7.56,0.32636363636363636,0.7627272727272728,9.381818181818183,4.28,4.136363636363637,0.4445454545454545,2.4,22.89090909090909,10.163636363636364,8.049999999999999,1.9899090909090908,2.9045454545454548,site_54.02_11.37
54.02,11.37,1999,11.4,6.68,1.486603,11.53,13.39,7.909999999999999,0.277,0.729,9.08,4.28,4.27,0.502,1.7,22.4,1.48,8.07,1.7307,8.92,site_54.02_11.37
54.02,11.37,2000,11.0,5.890909090909091,1.4866029999999997,10.772727272727273,14.818181818181818,7.56,0.4681818181818182,0.7681818181818181,12.97272727272727,4.28,5.7,0.4827272727272728,2.6636363636363636,22.39090909090909,2.1999999999999997,8.027272727272727,2.0427272727272725,2.705454545454545,site_54.02_11.37
54.02,11.37,2001,11.0,6.892307692307692,1.486603,11.169230769230769,13.353846153846153,7.415384615384616,1.49,2.2376923076923076,9.4,4.28,2.4692307692307693,0.2907692307692308,2.5999999999999996,21.592307692307692,7.1000000000000005,8.338461538461539,1.8212307692307692,1.78,site_54.02_11.37
54.02,11.37,2002,11.0,6.881818181818182,1.4866029999999997,11.472727272727273,13.045454545454545,7.528181818181818,0.7254545454545455,1.288181818181818,12.827272727272726,4.28,6.2272727272727275,0.4209090909090909,2.881818181818182,25.9,1.9818181818181815,8.054545454545455,1.841909090909091,2.617272727272727,site_54.02_11.37
54.02,11.37,2003,11.0,7.014285714285714,1.486603,14.142857142857142,12.342857142857143,7.619999999999999,0.09999999999999999,0.5399999999999999,3.8714285714285714,4.28,0.2857142857142857,0.07571428571428572,1.1285714285714286,16.614285714285717,0.6,8.188571428571429,1.8757142857142857,3.857142857142857,site_54.02_11.37
54.02,11.37,2004,11.0,6.090909090909091,1.4866029999999997,10.236363636363636,14.127272727272727,7.324545454545454,0.30818181818181817,0.8072727272727274,8.354545454545455,1.531818181818182,1.6,0.29454545454545455,1.0999999999999999,18.145454545454545,2.118181818181818,8.038181818181819,2.109090909090909,2.0772727272727276,site_54.02_11.37
54.02,11.37,2005,11.0,6.922727272727273,6.536392313636363,6.1,15.0,7.49,0.5163636363636364,0.8422727272727273,12.186363636363637,3.4522727272727276,2.3963636363636365,0.21772727272727274,1.5163636363636364,20.055,14.286363636363637,7.96,1.8771363636363636,2.1545454545454543,site_54.02_11.37
54.02,13.76,1998,6.0,5.29,1.4866022,13.059999999999999,1.94,8.351,0.308,3.7969999999999997,66.84,4.28,47.12,0.7140000000000001,2.7,141.3,10.4,8.595,1.6416,1.4469999999999998,site_54.02_13.76
54.02,13.76,1999,6.6,6.1,1.4866022,12.2,1.5699999999999998,8.47,0.504,3.75,45.980000000000004,4.28,50.089999999999996,0.605,1.8800000000000001,139.79000000000002,0.6,8.53,1.9873999999999998,3.4850000000000003,site_54.02_13.76
54.02,13.76,2000,7.0,7.490909090909091,1.4866022,12.818181818181818,2.518181818181818,8.756363636363636,0.6545454545454545,4.352727272727273,86.92727272727274,4.28,27.30909090909091,0.44909090909090904,1.2363636363636363,115.93636363636364,0.4,8.663636363636364,1.8759090909090907,3.4863636363636363,site_54.02_13.76
54.02,13.76,2001,7.0,5.641666666666667,1.4866022,10.608333333333333,2.1,8.9,1.2558333333333334,5.391666666666667,97.72500000000001,4.28,22.366666666666664,0.7391666666666666,3.3416666666666663,119.73333333333333,5.841666666666668,8.825000000000001,1.9761666666666666,4.190833333333333,site_54.02_13.76
54.02,13.76,2002,7.0,6.555555555555555,1.4866022,12.11111111111111,1.3222222222222222,7.723333333333334,1.0944444444444443,4.647777777777778,54.91111111111111,4.28,25.922222222222224,0.5255555555555556,7.011111111111111,119.60000000000001,2.066666666666667,8.273333333333333,1.7977777777777777,1.7577777777777779,site_54.02_13.76
54.02,13.76,2003,7.0,8.433333333333334,1.4866022,20.633333333333333,4.6000000000000005,7.723333333333334,1.1833333333333333,3.97,24.03333333333333,4.28,0.23333333333333336,0.10000000000000002,0.7333333333333334,79.53333333333335,3.5,8.726666666666667,1.9966666666666668,2.6599999999999997,site_54.02_13.76
54.02,13.76,2004,7.0,7.1,1.4866022,10.963636363636363,4.109090909090909,7.935454545454546,0.22636363636363638,3.6090909090909093,65.7090909090909,3.7754545454545454,7.590909090909091,0.2781818181818182,0.9,65.80909090909091,4.972727272727273,8.516363636363637,2.259181818181818,2.346363636363636,site_54.02_13.76
54.02,13.76,2005,7.0,6.818181818181818,3.96422665,3.8,3.4,8.4,0.9222727272727272,4.223181818181818,125.81545454545454,5.489545454545454,21.737272727272728,0.315,0.7527272727272727,110.22136363636363,2.6818181818181817,8.14,1.9645454545454546,80.49545454545455,site_54.02_13.76
54.02,14.12,1994,10.0,5.346153846153846,5.2602182115384615,22.915307692307692,6.796307692307693,5.248461538461539,0.8607692307692307,0.9938461538461538,15.384615384615385,4.28,0.4461538461538461,0.05384615384615385,1.3692307692307693,20.523076923076925,101.6,8.0,2.073,0.6384615384615385,site_54.02_14.12
54.02,14.17,1997,12.0,5.5,7.0,19.66333333333333,5.678666666666667,7.46,1.17,0.7600000000000001,46.70000000000001,4.28,2.7000000000000006,0.33,0.0,22.899999999999995,56.20000000000001,8.57,1.89,1.3,site_54.02_14.17
54.02,14.21,1997,11.6,2.96,6.2,10.526,7.1424,7.19,0.31799999999999995,0.6980000000000001,10.88,4.28,3.08,0.184,0.82,31.04,7.4799999999999995,8.104,1.7399999999999998,1.408,site_54.02_14.21
54.02,14.21,2001,11.0,9.5,5.666666666666667,1.542,6.854333333333333,9.363333333333333,0.7666666666666666,1.3766666666666667,31.299999999999997,4.28,18.666666666666668,1.2866666666666668,0.26666666666666666,45.26666666666667,0.0,8.136666666666667,1.6450000000000002,7.333333333333333,site_54.02_14.21
54.02,14.22,1996,11.0,7.0,6.066666666666666,10.2,6.739999999999999,7.223333333333334,0.2833333333333334,1.51,14.666666666666666,4.28,2.4,0.12,1.9666666666666668,32.300000000000004,56.20000000000001,7.78,1.939,2.3,site_54.02_14.22
54.02,14.22,2000,11.0,15.0,4.666666666666667,4.857,6.441,8.770000000000001,0.7000000000000001,1.46,43.53333333333333,4.28,49.333333333333336,0.42,1.1666666666666667,22.433333333333334,0.0,8.1,1.638,3.31,site_54.02_14.22
54.02,14.26,1997,12.857142857142858,3.5,4.857142857142857,20.580000000000002,6.447,3.1757142857142857,1.195714285714286,2.0814285714285714,35.01428571428571,4.28,1.2714285714285716,0.24,6.271428571428571,35.542857142857144,1.0,8.064285714285713,1.6508571428571428,7.642857142857143,site_54.02_14.26
54.02,14.62,1996,10.0,6.0,5.0,0.255,7.4625,10.395,0.31999999999999995,1.54,4.0,4.28,10.6,1.01,1.75,37.55,17.0,8.2,2.46,2.6,site_54.02_14.62
54.02,14.62,1997,10.8,7.24,4.7,15.719,7.064400000000001,6.113,0.39,1.332,11.620000000000001,4.28,0.5199999999999999,0.047,0.49000000000000005,28.45,12.260000000000002,8.364,1.7120000000000002,2.55,site_54.02_14.62
54.02,14.63,1996,10.0,2.0,5.0,15.825,7.1455,6.4,0.065,1.15,9.2,4.28,0.0,0.0,0.05,31.3,1.2,8.295,1.587,9.0,site_54.02_14.63
54.02,14.63,1997,10.0,6.0,4.0,7.77,7.164,7.65,0.88,0.7,16.299999999999997,4.28,4.7,0.235,2.0,18.3,0.0,8.14,1.621,2.4,site_54.02_14.63
54.03,11.03,1994,21.0,4.0,9.91036568,10.898,14.702000000000002,6.9799999999999995,0.236,0.74,14.440000000000001,4.28,2.0,0.03,0.1,22.8,1.0,7.99,2.0,0.3,site_54.03_11.03
54.03,14.21,1997,13.0,5.5,7.666666666666667,19.873333333333335,5.840333333333334,7.46,1.17,0.7600000000000001,46.70000000000001,4.28,2.7000000000000006,0.33,0.0,22.899999999999995,56.20000000000001,8.57,1.89,1.3,site_54.03_14.21
54.03,14.22,1996,11.8,4.5,6.4,9.764,7.2692000000000005,7.952,0.32599999999999996,1.0939999999999999,14.440000000000001,4.28,5.84,0.364,3.3600000000000003,32.92,4.0,8.074,1.7448000000000001,2.7720000000000002,site_54.03_14.22
54.03,14.22,1997,12.0,4.4750000000000005,7.166666666666667,17.15791666666667,6.503791666666667,6.180416666666667,0.9033333333333333,1.25,35.204166666666666,4.28,2.4250000000000003,0.24041666666666664,2.2333333333333334,26.674999999999997,16.325,8.422916666666667,1.704625,2.4962500000000003,site_54.03_14.22
54.03,14.23,1998,11.0,5.3,5.766666666666667,3.6633333333333336,6.983333333333333,8.846666666666666,0.6999999999999998,1.22,35.86666666666667,4.28,33.666666666666664,1.2933333333333332,1.3,46.56666666666666,15.133333333333335,8.0,1.89,1.3333333333333333,site_54.03_14.23
54.03,14.27,1993,13.0,8.5,5.0,13.71,7.510666666666666,6.94,0.3,1.59,23.599999999999998,4.28,0.9333333333333335,0.13333333333333333,0.39999999999999997,21.399999999999995,0.8000000000000002,7.78,2.267,1.2,site_54.03_14.27
54.03,14.27,1996,12.2,7.4,6.4,8.848,7.469800000000001,7.05,0.502,1.0859999999999999,7.76,4.28,8.059999999999999,0.392,1.5,33.1,7.4,7.795999999999999,1.8684,1.232,site_54.03_14.27
54.03,14.27,1997,12.857142857142858,5.123809523809523,7.333333333333333,16.842380952380953,6.691095238095238,5.594761904761905,0.690952380952381,1.2361904761904763,34.31428571428572,4.28,1.919047619047619,0.17761904761904762,1.2761904761904763,27.55714285714286,16.728571428571428,8.594761904761905,1.7574285714285713,2.0904761904761906,site_54.03_14.27
54.03,14.27,2002,13.0,5.333333333333333,7.466666666666666,17.75,6.595,5.886666666666667,0.58,2.1,17.2,4.28,1.2,0.11,1.3,32.1,14.0,8.88,1.671,2.1233333333333335,site_54.03_14.27
54.03,14.28,1997,13.0,6.0,7.333333333333333,19.393333333333334,5.821333333333333,6.236666666666667,0.79,0.75,39.36666666666667,4.28,2.466666666666667,0.21333333333333335,1.0999999999999999,31.0,1.0,8.23,1.606,1.6000000000000003,site_54.03_14.28
54.03,14.36,2002,12.0,6.5,7.133333333333333,17.44,6.511666666666667,3.733333333333333,0.5433333333333333,1.6433333333333333,15.0,4.28,0.8333333333333334,0.08,0.9333333333333332,27.900000000000002,14.0,8.633333333333335,1.671,2.4,site_54.03_14.36
54.03,14.54,1997,12.0,3.0,7.333333333333333,19.613333333333333,5.939,6.576666666666667,0.41,0.8466666666666667,23.8,4.28,0.20000000000000004,0.0,0.5,22.099999999999998,0.0,8.15,1.5,1.1,site_54.03_14.54
54.03,14.72,2004,8.714285714285714,4.428571428571429,2.7857142857142856,15.808285714285715,6.9877142857142855,7.497857142857143,0.1992857142857143,0.7907142857142857,13.735714285714286,0.485,0.0,0.0014285714285714286,0.31428571428571433,24.521428571428572,0.5285714285714286,8.190000000000001,2.105,3.1864285714285714,site_54.03_14.72
54.03,14.72,2005,10.291666666666666,3.5208333333333335,3.1666666666666665,10.283166666666666,6.806791666666666,8.707083333333333,0.64625,1.4579166666666667,26.84583333333333,2.512916666666667,8.895833333333334,0.3645833333333333,1.0583333333333333,39.479166666666664,13.520833333333334,8.259583333333333,2.0233333333333334,7.2775,site_54.03_14.72
54.04,11.04,1997,17.0,8.0,11.892369706666669,8.916666666666666,12.32,5.5,0.16,0.83,9.2,4.28,0.5,0.06,0.8000000000000002,22.8,4.0,8.1,1.8999999999999997,1.1,site_54.04_11.04
54.04,11.12,1987,20.0,8.0,10.0,9.754000000000001,14.834,5.164,1.0,0.61,31.7,4.28,4.1,0.28,0.4,18.6,12.7,7.9,1.916,2.5,site_54.04_11.12
54.04,11.27,1991,19.0,5.2,9.51397958,14.725,14.2636,1.26,0.17,0.71,10.7,4.28,0.0,0.0,0.0,26.5,0.0,7.9,1.59,2.6,site_54.04_11.27
54.04,11.27,1992,19.0,5.825,12.25,15.79,17.4125,3.6675000000000004,0.9199999999999999,2.0124999999999997,3.2,4.28,0.4,0.025,0.5,14.3,1.2,8.28,1.671,2.0,site_54.04_11.27
54.04,14.08,1997,13.0,5.8,7.0,18.326666666666668,7.317333333333333,3.646666666666667,1.0566666666666666,1.5333333333333332,24.666666666666668,4.28,0.6666666666666666,0.27,3.5,32.9,0.20000000000000004,8.35,1.764,18.0,site_54.04_14.08
54.04,14.13,1997,13.0,5.5,7.333333333333333,19.86,5.663999999999999,7.29,2.52,0.7600000000000001,31.0,4.28,0.8000000000000002,1.05,0.0,22.899999999999995,56.20000000000001,8.53,1.89,1.3,site_54.04_14.13
54.04,14.49,1996,10.0,7.0,5.0,-0.355,7.344,10.030000000000001,0.66,1.8050000000000002,16.15,4.28,16.55,0.97,2.6,49.95,17.0,7.34,1.671,2.0,site_54.04_14.49
54.04,14.5,1996,12.0,4.5,7.333333333333333,15.0,7.266666666666667,6.673333333333333,0.18333333333333335,0.6766666666666667,13.300000000000002,4.28,0.10000000000000002,0.0,0.0,28.066666666666666,1.0,8.19,1.648,0.62,site_54.04_14.5
54.04,14.5,1997,12.142857142857142,6.833333333333333,7.285714285714286,16.005714285714287,7.096190476190476,6.217142857142857,0.41047619047619044,0.8247619047619048,18.095238095238095,4.28,0.7619047619047619,0.05571428571428571,0.45714285714285713,25.033333333333335,8.942857142857143,8.060952380952381,1.696047619047619,1.927142857142857,site_54.04_14.5
54.04,14.62,1997,11.0,5.0,6.666666666666667,19.36,6.134,6.513333333333333,0.6266666666666666,0.6533333333333333,24.433333333333334,4.28,0.13333333333333333,0.03,0.7999999999999999,24.53333333333333,56.20000000000001,8.283333333333333,1.89,2.1,site_54.04_14.62
