id,datasetid,datecollected,decimallatitude,decimallongitude,coordinateuncertaintyinmeters,scientificname,aphiaid,scientificnameaccepted,modified,institutioncode,collectioncode,yearcollected,startyearcollected,endyearcollected,monthcollected,startmonthcollected,endmonthcollected,daycollected,startdaycollected,enddaycollected,seasoncollected,timeofday,starttimeofday,endtimeofday,timezone,waterbody,country,stateprovince,county,recordnumber,fieldnumber,startdecimallongitude,enddecimallongitude,startdecimallatitude,enddecimallatitude,georeferenceprotocol,minimumdepthinmeters,maximumdepthinmeters,occurrenceid,scientificnameauthorship,scientificnameid,rankname,kingdom,phylum,class,order,family,genus,subgenus,specificepithet,infraspecificepithet,aphiaidaccepted,occurrenceremarks,basisofrecord,typestatus,catalognumber,references,recordedby,identifiedby,yearidentified,monthidentified,dayidentified,preparations,samplingeffort,samplingprotocol,qc,eventid,datageneralizations,eventremarks,locationremarks,associatedsequences,associatedmedia,organismid,geodeticdatum,dynamicproperties,identificationverificationstatus,identificationreferences,organismquantity,organismquantitytype,samplesizevalue,samplesizeunit,materialsampleid,taxonconceptid,dnaderived,verbatimidentification,higherclassification,taxonid,"AreaBedSamp (m^2)","Count (Dmnless)"
30527533,https://marineinfo.org/id/dataset/601,2001-10-25T00:00:00,54.32,11.55,,"Asterias rubens",http://marinespecies.org/aphia.php?p=taxdetails&id=123776,"Asterias rubens",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",2001,,,10,,,25,,,autumn,,,,,,,,,,,,,,,,25,25,494600_urn:lsid:marinespecies.org:taxname:123776,"Linnaeus, 1758",urn:lsid:marinespecies.org:taxname:123776,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Asterias,,rubens,,http://marinespecies.org/aphia.php?p=taxdetails&id=123776,,MaterialSample,,494600_urn:lsid:marinespecies.org:taxname:123776,,,,,,,,,,30,ze3_2001-10-25_54.32_25_29246,,,,,,,,,,,,,,,,,false,,,,0.3,1
30527534,https://marineinfo.org/id/dataset/601,2001-10-25T00:00:00,54.32,11.55,,"Ophiura albida",http://marinespecies.org/aphia.php?p=taxdetails&id=124913,"Ophiura albida",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",2001,,,10,,,25,,,autumn,,,,,,,,,,,,,,,,25,25,494601_urn:lsid:marinespecies.org:taxname:124913,"Forbes, 1839",urn:lsid:marinespecies.org:taxname:124913,Species,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,,albida,,http://marinespecies.org/aphia.php?p=taxdetails&id=124913,,MaterialSample,,494601_urn:lsid:marinespecies.org:taxname:124913,,,,,,,,,,30,ze3_2001-10-25_54.32_25_29247,,,,,,,,,,,,,,,,,false,,,,0.3,6
30527535,https://marineinfo.org/id/dataset/601,2001-10-25T00:00:00,54.32,11.55,,Cephalothrix,http://marinespecies.org/aphia.php?p=taxdetails&id=122379,Cephalothrix,2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",2001,,,10,,,25,,,autumn,,,,,,,,,,,,,,,,25,25,494602_urn:lsid:marinespecies.org:taxname:122379,"Örsted, 1843",urn:lsid:marinespecies.org:taxname:122379,Genus,Animalia,Nemertea,Palaeonemertea,Archinemertea,Cephalotrichidae,Cephalothrix,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=122379,,MaterialSample,,494602_urn:lsid:marinespecies.org:taxname:122379,,,,,,,,,,30,ze3_2001-10-25_54.32_25_29248,,,,,,,,,,,,,,,,,false,,,,0.3,6
30527536,https://marineinfo.org/id/dataset/601,2001-10-25T00:00:00,54.32,11.55,,"Lineus ruber",http://marinespecies.org/aphia.php?p=taxdetails&id=122536,"Lineus ruber",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",2001,,,10,,,25,,,autumn,,,,,,,,,,,,,,,,25,25,494603_urn:lsid:marinespecies.org:taxname:122536,"(Müller, 1774)",urn:lsid:marinespecies.org:taxname:122536,Species,Animalia,Nemertea,Pilidiophora,Heteronemertea,Lineidae,Lineus,,ruber,,http://marinespecies.org/aphia.php?p=taxdetails&id=122536,,MaterialSample,,494603_urn:lsid:marinespecies.org:taxname:122536,,,,,,,,,,30,ze3_2001-10-25_54.32_25_29249,,,,,,,,,,,,,,,,,false,,,,0.3,31
30527537,https://marineinfo.org/id/dataset/601,2001-10-25T00:00:00,54.32,11.55,,"Ampharete baltica",http://marinespecies.org/aphia.php?p=taxdetails&id=129776,"Ampharete baltica",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",2001,,,10,,,25,,,autumn,,,,,,,,,,,,,,,,25,25,494604_urn:lsid:marinespecies.org:taxname:129776,"Eliason, 1955",urn:lsid:marinespecies.org:taxname:129776,Species,Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,Ampharete,,baltica,,http://marinespecies.org/aphia.php?p=taxdetails&id=129776,,MaterialSample,,494604_urn:lsid:marinespecies.org:taxname:129776,,,,,,,,,,30,ze3_2001-10-25_54.32_25_29250,,,,,,,,,,,,,,,,,false,,,,0.3,13
30527538,https://marineinfo.org/id/dataset/601,2001-10-25T00:00:00,54.32,11.55,,"Bylgides sarsi",http://marinespecies.org/aphia.php?p=taxdetails&id=130735,"Bylgides sarsi",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",2001,,,10,,,25,,,autumn,,,,,,,,,,,,,,,,25,25,494605_urn:lsid:marinespecies.org:taxname:130735,"(Kinberg in Malmgren, 1866)",urn:lsid:marinespecies.org:taxname:130735,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Bylgides,,sarsi,,http://marinespecies.org/aphia.php?p=taxdetails&id=130735,,MaterialSample,,494605_urn:lsid:marinespecies.org:taxname:130735,,,,,,,,,,30,ze3_2001-10-25_54.32_25_29251,,,,,,,,,,,,,,,,,false,,,,0.3,28
30527539,https://marineinfo.org/id/dataset/601,2001-10-25T00:00:00,54.32,11.55,,"Eteone flava",http://marinespecies.org/aphia.php?p=taxdetails&id=130613,"Eteone flava",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",2001,,,10,,,25,,,autumn,,,,,,,,,,,,,,,,25,25,494606_urn:lsid:marinespecies.org:taxname:130613,"(Fabricius, 1780)",urn:lsid:marinespecies.org:taxname:130613,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eteone,,flava,,http://marinespecies.org/aphia.php?p=taxdetails&id=130613,,MaterialSample,,494606_urn:lsid:marinespecies.org:taxname:130613,,,,,,,,,,30,ze3_2001-10-25_54.32_25_29252,,,,,,,,,,,,,,,,,false,,,,0.3,3
30527540,https://marineinfo.org/id/dataset/601,2001-10-25T00:00:00,54.32,11.55,,"Euchone papillosa",http://marinespecies.org/aphia.php?p=taxdetails&id=130906,"Euchone papillosa",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",2001,,,10,,,25,,,autumn,,,,,,,,,,,,,,,,25,25,494607_urn:lsid:marinespecies.org:taxname:130906,"(Sars, 1851)",urn:lsid:marinespecies.org:taxname:130906,Species,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Euchone,,papillosa,,http://marinespecies.org/aphia.php?p=taxdetails&id=130906,,MaterialSample,,494607_urn:lsid:marinespecies.org:taxname:130906,,,,,,,,,,30,ze3_2001-10-25_54.32_25_29253,,,,,,,,,,,,,,,,,false,,,,0.3,13
30527541,https://marineinfo.org/id/dataset/601,2001-10-25T00:00:00,54.32,11.55,,"Heteromastus filiformis",http://marinespecies.org/aphia.php?p=taxdetails&id=129884,"Heteromastus filiformis",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",2001,,,10,,,25,,,autumn,,,,,,,,,,,,,,,,25,25,494608_urn:lsid:marinespecies.org:taxname:129884,"(Claparède, 1864)",urn:lsid:marinespecies.org:taxname:129884,Species,Animalia,Annelida,Polychaeta,,Capitellidae,Heteromastus,,filiformis,,http://marinespecies.org/aphia.php?p=taxdetails&id=129884,,MaterialSample,,494608_urn:lsid:marinespecies.org:taxname:129884,,,,,,,,,,30,ze3_2001-10-25_54.32_25_29254,,,,,,,,,,,,,,,,,false,,,,0.3,252
30527542,https://marineinfo.org/id/dataset/601,2001-10-25T00:00:00,54.32,11.55,,"Lagis koreni",http://marinespecies.org/aphia.php?p=taxdetails&id=152367,"Lagis koreni",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",2001,,,10,,,25,,,autumn,,,,,,,,,,,,,,,,25,25,494609_urn:lsid:marinespecies.org:taxname:152367,"Malmgren, 1866",urn:lsid:marinespecies.org:taxname:152367,Species,Animalia,Annelida,Polychaeta,Terebellida,Pectinariidae,Lagis,,koreni,,http://marinespecies.org/aphia.php?p=taxdetails&id=152367,,MaterialSample,,494609_urn:lsid:marinespecies.org:taxname:152367,,,,,,,,,,30,ze3_2001-10-25_54.32_25_29255,,,,,,,,,,,,,,,,,false,,,,0.3,9
30527543,https://marineinfo.org/id/dataset/601,2001-10-25T00:00:00,54.32,11.55,,"Nephtys caeca",http://marinespecies.org/aphia.php?p=taxdetails&id=130355,"Nephtys caeca",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",2001,,,10,,,25,,,autumn,,,,,,,,,,,,,,,,25,25,494610_urn:lsid:marinespecies.org:taxname:130355,"(Fabricius, 1780)",urn:lsid:marinespecies.org:taxname:130355,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,,caeca,,http://marinespecies.org/aphia.php?p=taxdetails&id=130355,,MaterialSample,,494610_urn:lsid:marinespecies.org:taxname:130355,,,,,,,,,,30,ze3_2001-10-25_54.32_25_29256,,,,,,,,,,,,,,,,,false,,,,0.3,6
30527544,https://marineinfo.org/id/dataset/601,2001-10-25T00:00:00,54.32,11.55,,"Nephtys ciliata",http://marinespecies.org/aphia.php?p=taxdetails&id=130356,"Nephtys ciliata",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",2001,,,10,,,25,,,autumn,,,,,,,,,,,,,,,,25,25,494611_urn:lsid:marinespecies.org:taxname:130356,"(Müller, 1788)",urn:lsid:marinespecies.org:taxname:130356,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,,ciliata,,http://marinespecies.org/aphia.php?p=taxdetails&id=130356,,MaterialSample,,494611_urn:lsid:marinespecies.org:taxname:130356,,,,,,,,,,30,ze3_2001-10-25_54.32_25_29257,,,,,,,,,,,,,,,,,false,,,,0.3,6
30527545,https://marineinfo.org/id/dataset/601,2001-10-25T00:00:00,54.32,11.55,,"Nephtys hombergii",http://marinespecies.org/aphia.php?p=taxdetails&id=130359,"Nephtys hombergii",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",2001,,,10,,,25,,,autumn,,,,,,,,,,,,,,,,25,25,494612_urn:lsid:marinespecies.org:taxname:130359,"Savigny in Lamarck, 1818",urn:lsid:marinespecies.org:taxname:130359,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,,hombergii,,http://marinespecies.org/aphia.php?p=taxdetails&id=130359,,MaterialSample,,494612_urn:lsid:marinespecies.org:taxname:130359,,,,,,,,,,30,ze3_2001-10-25_54.32_25_29258,,,,,,,,,,,,,,,,,false,,,,0.3,16
30527546,https://marineinfo.org/id/dataset/601,2001-10-25T00:00:00,54.32,11.55,,"Pherusa plumosa",http://marinespecies.org/aphia.php?p=taxdetails&id=130113,"Pherusa plumosa",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",2001,,,10,,,25,,,autumn,,,,,,,,,,,,,,,,25,25,494613_urn:lsid:marinespecies.org:taxname:130113,"(Müller, 1776)",urn:lsid:marinespecies.org:taxname:130113,Species,Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,Pherusa,,plumosa,,http://marinespecies.org/aphia.php?p=taxdetails&id=130113,,MaterialSample,,494613_urn:lsid:marinespecies.org:taxname:130113,,,,,,,,,,30,ze3_2001-10-25_54.32_25_29259,,,,,,,,,,,,,,,,,false,,,,0.3,1
30527547,https://marineinfo.org/id/dataset/601,2001-10-25T00:00:00,54.32,11.55,,"Pholoe assimilis",http://marinespecies.org/aphia.php?p=taxdetails&id=130598,"Pholoe assimilis",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",2001,,,10,,,25,,,autumn,,,,,,,,,,,,,,,,25,25,494614_urn:lsid:marinespecies.org:taxname:130598,"Örsted, 1845",urn:lsid:marinespecies.org:taxname:130598,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Pholoe,,assimilis,,http://marinespecies.org/aphia.php?p=taxdetails&id=130598,,MaterialSample,,494614_urn:lsid:marinespecies.org:taxname:130598,,,,,,,,,,30,ze3_2001-10-25_54.32_25_29260,,,,,,,,,,,,,,,,,false,,,,0.3,22
30527548,https://marineinfo.org/id/dataset/601,2001-10-25T00:00:00,54.32,11.55,,"Polydora (Polydora) quadrilobata",http://marinespecies.org/aphia.php?p=taxdetails&id=152360,"Polydora (Polydora) quadrilobata",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",2001,,,10,,,25,,,autumn,,,,,,,,,,,,,,,,25,25,494615_urn:lsid:marinespecies.org:taxname:152360,"Jacobi, 1883",urn:lsid:marinespecies.org:taxname:152360,Species,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora,quadrilobata,,http://marinespecies.org/aphia.php?p=taxdetails&id=131121,,MaterialSample,,494615_urn:lsid:marinespecies.org:taxname:152360,,,,,,,,,,30,ze3_2001-10-25_54.32_25_29261,,,,,,,,,,,,,,,,,false,,,,0.3,6
30527549,https://marineinfo.org/id/dataset/601,2001-10-25T00:00:00,54.32,11.55,,"Pseudopolydora antennata",http://marinespecies.org/aphia.php?p=taxdetails&id=131166,"Pseudopolydora antennata",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",2001,,,10,,,25,,,autumn,,,,,,,,,,,,,,,,25,25,494616_urn:lsid:marinespecies.org:taxname:131166,"(Claparède, 1868)",urn:lsid:marinespecies.org:taxname:131166,Species,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Pseudopolydora,,antennata,,http://marinespecies.org/aphia.php?p=taxdetails&id=131166,,MaterialSample,,494616_urn:lsid:marinespecies.org:taxname:131166,,,,,,,,,,30,ze3_2001-10-25_54.32_25_29262,,,,,,,,,,,,,,,,,false,,,,0.3,19
30527550,https://marineinfo.org/id/dataset/601,2001-10-25T00:00:00,54.32,11.55,,"Scalibregma inflatum",http://marinespecies.org/aphia.php?p=taxdetails&id=130980,"Scalibregma inflatum",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",2001,,,10,,,25,,,autumn,,,,,,,,,,,,,,,,25,25,494617_urn:lsid:marinespecies.org:taxname:130980,"Rathke, 1843",urn:lsid:marinespecies.org:taxname:130980,Species,Animalia,Annelida,Polychaeta,,Scalibregmatidae,Scalibregma,,inflatum,,http://marinespecies.org/aphia.php?p=taxdetails&id=130980,,MaterialSample,,494617_urn:lsid:marinespecies.org:taxname:130980,,,,,,,,,,30,ze3_2001-10-25_54.32_25_29263,,,,,,,,,,,,,,,,,false,,,,0.3,3
30527551,https://marineinfo.org/id/dataset/601,2001-10-25T00:00:00,54.32,11.55,,"Scoloplos armiger",http://marinespecies.org/aphia.php?p=taxdetails&id=130537,"Scoloplos armiger",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",2001,,,10,,,25,,,autumn,,,,,,,,,,,,,,,,25,25,494618_urn:lsid:marinespecies.org:taxname:130537,"(Müller, 1776)",urn:lsid:marinespecies.org:taxname:130537,Species,Animalia,Annelida,Polychaeta,,Orbiniidae,Scoloplos,,armiger,,http://marinespecies.org/aphia.php?p=taxdetails&id=130537,,MaterialSample,,494618_urn:lsid:marinespecies.org:taxname:130537,,,,,,,,,,30,ze3_2001-10-25_54.32_25_29264,,,,,,,,,,,,,,,,,false,,,,0.3,88
30527552,https://marineinfo.org/id/dataset/601,2001-10-25T00:00:00,54.32,11.55,,"Streptosyllis websteri",http://marinespecies.org/aphia.php?p=taxdetails&id=131402,"Streptosyllis websteri",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",2001,,,10,,,25,,,autumn,,,,,,,,,,,,,,,,25,25,494619_urn:lsid:marinespecies.org:taxname:131402,"Southern, 1914",urn:lsid:marinespecies.org:taxname:131402,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Streptosyllis,,websteri,,http://marinespecies.org/aphia.php?p=taxdetails&id=131402,,MaterialSample,,494619_urn:lsid:marinespecies.org:taxname:131402,,,,,,,,,,30,ze3_2001-10-25_54.32_25_29265,,,,,,,,,,,,,,,,,false,,,,0.3,1
30527553,https://marineinfo.org/id/dataset/601,2001-10-25T00:00:00,54.32,11.55,,"Terebellides stroemii",http://marinespecies.org/aphia.php?p=taxdetails&id=131573,"Terebellides stroemii",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",2001,,,10,,,25,,,autumn,,,,,,,,,,,,,,,,25,25,494620_urn:lsid:marinespecies.org:taxname:131573,"Sars, 1835",urn:lsid:marinespecies.org:taxname:131573,Species,Animalia,Annelida,Polychaeta,Terebellida,Trichobranchidae,Terebellides,,stroemii,,http://marinespecies.org/aphia.php?p=taxdetails&id=131573,,MaterialSample,,494620_urn:lsid:marinespecies.org:taxname:131573,,,,,,,,,,30,ze3_2001-10-25_54.32_25_29266,,,,,,,,,,,,,,,,,false,,,,0.3,226
